survey,target,target_description,target_question,target_section,country,pool_size,majority_baseline,flags,feat_rank,feat_variable,feat_description,feat_question,feat_section,feat_importance_mean,feat_importance_std
asianbarometer,SE13a,current economic status,"On a staircase with 10 steps where the poorest people are on the first step and the richest on the tenth step, where would you put yourself?",political_attitudes,Mongolia,28.0,0.3852,CONCENTRATED,2.0,SE7,religious service frequency,About how often do you practice religious services or rituals these days?,values_identity,0.02447,0.0159
asianbarometer,SE13a,current economic status,"On a staircase with 10 steps where the poorest people are on the first step and the richest on the tenth step, where would you put yourself?",political_attitudes,Mongolia,28.0,0.3852,CONCENTRATED,3.0,SE9,employment status,Are you currently employed?,demographics,0.01266,0.00597
asianbarometer,SE13a,current economic status,"On a staircase with 10 steps where the poorest people are on the first step and the richest on the tenth step, where would you put yourself?",political_attitudes,Mongolia,28.0,0.3852,CONCENTRATED,4.0,SE10_1,main earner employment status,Is the main earner in your household currently employed?,demographics,0.01013,0.00706
asianbarometer,SE13a,current economic status,"On a staircase with 10 steps where the poorest people are on the first step and the richest on the tenth step, where would you put yourself?",political_attitudes,Mongolia,28.0,0.3852,CONCENTRATED,5.0,SE9a,employment type,"Are you currently self-employed, working in a family business, or working for an outside employer?",demographics,0.01013,0.00377
asianbarometer,SE13a,current economic status,"On a staircase with 10 steps where the poorest people are on the first step and the richest on the tenth step, where would you put yourself?",political_attitudes,Mongolia,28.0,0.3852,CONCENTRATED,6.0,SE9c,occupation type - respondent,Which type of job do you have now?,demographics,0.00844,0.00789
asianbarometer,SE13a,current economic status,"On a staircase with 10 steps where the poorest people are on the first step and the richest on the tenth step, where would you put yourself?",political_attitudes,Mongolia,28.0,0.3852,CONCENTRATED,7.0,SE8b,generations in household,How many generations of family members live in this household?,demographics,0.00759,0.0055
asianbarometer,SE13a,current economic status,"On a staircase with 10 steps where the poorest people are on the first step and the richest on the tenth step, where would you put yourself?",political_attitudes,Mongolia,28.0,0.3852,CONCENTRATED,8.0,SE14,household income quintile,What is your household income group?,demographics,0.00675,0.00823
asianbarometer,SE13a,current economic status,"On a staircase with 10 steps where the poorest people are on the first step and the richest on the tenth step, where would you put yourself?",political_attitudes,Mongolia,28.0,0.3852,CONCENTRATED,9.0,SE8a,household size,How many people live in your household?,demographics,0.00591,0.01059
asianbarometer,SE13a,current economic status,"On a staircase with 10 steps where the poorest people are on the first step and the richest on the tenth step, where would you put yourself?",political_attitudes,Mongolia,28.0,0.3852,CONCENTRATED,10.0,SE5a,years of formal education,How many years of formal education have you received?,demographics,0.00506,0.01348
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,Austria,342.0,0.7561,,1.0,sgnptit,Petition signing (last 12 months),"During the last 12 months, have you signed a petition to try to improve things or prevent things from going wrong in your country?",political_participation,0.02553,0.00656
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,Austria,342.0,0.7561,,2.0,volunfp,Volunteering for charity,"In the last 12 months, have you volunteered for a not-for-profit or charitable organisation?",political_participation,0.01489,0.00301
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,Austria,342.0,0.7561,,3.0,region,Region,Which region do you live in?,demographics,0.01234,0.00551
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,Austria,342.0,0.7561,,4.0,ccrdprs,Personal responsibility for climate change,How much personal responsibility do you feel for reducing climate change?,contemporary_issues,0.00766,0.00243
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,Austria,342.0,0.7561,,5.0,pbldmna,Participation in demonstrations,"In the past 12 months, have you taken part in a public demonstration in this country to try to improve things or to prevent things from going wrong?",political_participation,0.00766,0.00387
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,Austria,342.0,0.7561,,6.0,freehms,Support for gay freedom,To what extent do you agree or disagree that gay men and lesbians should be free to live their own lives as they wish?,social_attitudes,0.00596,0.0035
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,Austria,342.0,0.7561,,7.0,nacer2,Industry (NACE Rev.2),What does or did the firm or organisation you work or worked for mainly make or do?,demographics,0.00553,0.00387
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,Austria,342.0,0.7561,,8.0,anctrya2,Ancestry 2,How would you describe your ancestry?,demographics,0.00553,0.00387
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,Austria,342.0,0.7561,,9.0,trstplc,Trust in the police,How much do you personally trust the police?,institutional_trust,0.00468,0.00095
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,Austria,342.0,0.7561,,10.0,inprdsc,Number of confidants,How many people can you discuss intimate or personal matters with?,social_attitudes,0.00468,0.00178
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,France,345.0,0.6116,,1.0,sgnptit,Petition signing (last 12 months),"During the last 12 months, have you signed a petition to try to improve things or prevent things from going wrong in your country?",political_participation,0.02606,0.0135
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,France,345.0,0.6116,,2.0,stfhlth,State of health services,"Overall, what do you think about the state of health services in this country nowadays?",institutional_trust,0.0102,0.0043
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,France,345.0,0.6116,,3.0,atcherp,Emotional attachment to Europe,How emotionally attached do you feel to Europe?,values_identity,0.00623,0.0031
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,France,345.0,0.6116,,4.0,nacer2,Industry (NACE Rev.2),What does or did the firm or organisation you work or worked for mainly make or do?,demographics,0.00623,0.00127
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,France,345.0,0.6116,,5.0,testjc36,Governments' climate action likelihood,How likely do you think it is that enough governments will take action to reduce climate change?,contemporary_issues,0.00623,0.0042
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,France,345.0,0.6116,,6.0,pbldmna,Participation in demonstrations,"In the past 12 months, have you taken part in a public demonstration in this country to try to improve things or to prevent things from going wrong?",political_participation,0.0051,0.00369
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,France,345.0,0.6116,,7.0,agea,Respondent's age,How old are you?,demographics,0.0051,0.00237
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,France,345.0,0.6116,,8.0,imbgeco,Immigration economic impact,Would you say immigration is generally bad or good for the economy in this country?,social_attitudes,0.0051,0.00237
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,France,345.0,0.6116,,9.0,prtvtffr,Party voted for (France),"In the most recent national election in France, which party did you vote for in the first round?",political_participation,0.00453,0.0043
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,France,345.0,0.6116,,10.0,dscrage,Age discrimination,Does your group face discrimination because of age?,social_attitudes,0.0034,0.00127
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,Italy,339.0,0.9323,SKEWED WEAK_SIGNAL,1.0,imwbcnt,Effect of immigrants,"Overall, do people who come to live in this country make it a better or worse place to live?",social_attitudes,0.00175,0.0
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,Italy,339.0,0.9323,SKEWED WEAK_SIGNAL,2.0,pstplonl,Posted/shared politics online,"In the past 12 months, have you posted or shared anything about politics online, for example on blogs, by email, or on social media like Facebook or Twitter?",political_participation,0.00175,0.0
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,Italy,339.0,0.9323,SKEWED WEAK_SIGNAL,3.0,ppltrst,Trust in most people,"Generally speaking, would you say that most people can be trusted, or that you can't be too careful in dealing with people?",social_attitudes,0.00175,0.0
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,Italy,339.0,0.9323,SKEWED WEAK_SIGNAL,4.0,sgnptit,Petition signing (last 12 months),"During the last 12 months, have you signed a petition to try to improve things or prevent things from going wrong in your country?",political_participation,0.00175,0.0
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,Italy,339.0,0.9323,SKEWED WEAK_SIGNAL,5.0,occm14b,Mother's occupation at 14,"When you were 14, what kind of work did your mother do?",demographics,0.00175,0.0
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,Italy,339.0,0.9323,SKEWED WEAK_SIGNAL,6.0,wrhpp,Happiness in past week,"In the past week, how much of the time did you feel happy?",wellbeing,0.00175,0.0
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,Italy,339.0,0.9323,SKEWED WEAK_SIGNAL,7.0,rlgdnm,Current religious denomination,Which religion or denomination do you currently belong to?,demographics,0.00175,0.0
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,Italy,339.0,0.9323,SKEWED WEAK_SIGNAL,8.0,dshltgp,Discussed health with GP,"In the past 12 months, have you discussed your health with a general practitioner, including by phone, message, or a home visit?",wellbeing,0.00175,0.0
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,Italy,339.0,0.9323,SKEWED WEAK_SIGNAL,9.0,occf14b,Father's occupation at age 14,How would you describes the type of occupation of your father when you were 14 years old?,demographics,0.00175,0.0
ess_wave_11,bctprd,Product boycott behavior,"In the past 12 months, have you boycotted any products in this country to try to improve things or prevent problems?",political_participation,Italy,339.0,0.9323,SKEWED WEAK_SIGNAL,10.0,jbexecp,Job exposure: chemicals,"Have you ever been exposed to chemical products, vapours, or other substances in any job you've had?",demographics,0.00175,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,Austria,342.0,0.5875,CONCENTRATED,1.0,mnactic,Main activity (last 7 days),What was your main activity in the last 7 days?,demographics,0.25648,0.01329
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,Austria,342.0,0.5875,CONCENTRATED,2.0,hswrk,Housework and childcare,"In the past 7 days, have you done housework, looked after children, or cared for other people?",demographics,0.00297,0.0019
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,Austria,342.0,0.5875,CONCENTRATED,3.0,hincsrca,Household main income source,What is your household's main source of income? Please include income from all household members and any income received by the household as a whole.,demographics,0.00042,0.00095
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,Austria,342.0,0.5875,CONCENTRATED,4.0,yrbrn,Respondent's birth year,In what year were you born?,demographics,0.00042,0.00277
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,Austria,342.0,0.5875,CONCENTRATED,5.0,pplhlp,Perceived helpfulness of people,"Would you say that most of the time people try to be helpful, or are they mostly looking out for themselves?",social_attitudes,0.0,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,Austria,342.0,0.5875,CONCENTRATED,6.0,anctrya2,Ancestry 2,How would you describe your ancestry?,demographics,0.0,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,Austria,342.0,0.5875,CONCENTRATED,7.0,donprty,Donation/participation in political groups,"In the past 12 months, have you donated to or taken part in a political party or pressure group?",political_participation,0.0,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,Austria,342.0,0.5875,CONCENTRATED,8.0,netustm,Daily internet time,"On a typical day, about how many hours do you spend using the internet on any device (computer, tablet, or smartphone) for work or personal use?",contemporary_issues,0.0,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,Austria,342.0,0.5875,CONCENTRATED,9.0,ipbhprpa,Importance of proper behavior,How much does this description sound like you: 'It's important to always behave properly; I try to avoid doing anything people would say is wrong'?,values_identity,0.0,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,Austria,342.0,0.5875,CONCENTRATED,10.0,iprspota,Desire for respect,How much does this description sound like you: 'It's important to me to get respect from others; I want people to do what I say'?,values_identity,0.0,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,France,345.0,0.7053,CONCENTRATED,1.0,mnactic,Main activity (last 7 days),What was your main activity in the last 7 days?,demographics,0.4107,0.04844
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,France,345.0,0.7053,CONCENTRATED,2.0,yrbrn,Respondent's birth year,In what year were you born?,demographics,0.00789,0.00367
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,France,345.0,0.7053,CONCENTRATED,3.0,psppipla,Perceived political influence,How much does the political system in this country allow people like you to influence politics?,political_participation,0.0,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,France,345.0,0.7053,CONCENTRATED,4.0,netusoft,Frequency of internet use,"How often do you use the internet on any device, whether for work or personal use?",contemporary_issues,0.0,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,France,345.0,0.7053,CONCENTRATED,5.0,netustm,Daily internet time,"On a typical day, about how many hours do you spend using the internet on any device (computer, tablet, or smartphone) for work or personal use?",contemporary_issues,0.0,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,France,345.0,0.7053,CONCENTRATED,6.0,ppltrst,Trust in most people,"Generally speaking, would you say that most people can be trusted, or that you can't be too careful in dealing with people?",social_attitudes,0.0,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,France,345.0,0.7053,CONCENTRATED,7.0,pplfair,Perception of others' fairness,"Do you think most people would try to take advantage of you if they had the chance, or would they try to be fair?",social_attitudes,0.0,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,France,345.0,0.7053,CONCENTRATED,8.0,pplhlp,Perceived helpfulness of people,"Would you say that most of the time people try to be helpful, or are they mostly looking out for themselves?",social_attitudes,0.0,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,France,345.0,0.7053,CONCENTRATED,9.0,polintr,Interest in politics,How interested would you say you are in politics?,political_participation,0.0,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,France,345.0,0.7053,CONCENTRATED,10.0,ipadvnta,Adventurousness and risk-taking,"To what extent does this statement describe you: ""I look for adventures, like to take risks, and want to have an exciting life""?",values_identity,0.0,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,Italy,339.0,0.7759,CONCENTRATED,1.0,mnactic,Main activity (last 7 days),What was your main activity in the last 7 days?,demographics,0.22932,0.01405
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,Italy,339.0,0.7759,CONCENTRATED,2.0,pdjobev,Ever had paid job,Have you ever had a paid job?,demographics,0.01431,0.00228
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,Italy,339.0,0.7759,CONCENTRATED,3.0,yrbrn,Respondent's birth year,In what year were you born?,demographics,0.00908,0.00191
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,Italy,339.0,0.7759,CONCENTRATED,4.0,ipbhprpa,Importance of proper behavior,How much does this description sound like you: 'It's important to always behave properly; I try to avoid doing anything people would say is wrong'?,values_identity,0.0,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,Italy,339.0,0.7759,CONCENTRATED,5.0,iprspota,Desire for respect,How much does this description sound like you: 'It's important to me to get respect from others; I want people to do what I say'?,values_identity,0.0,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,Italy,339.0,0.7759,CONCENTRATED,6.0,iplylfra,Loyalty to friends,"How much does this statement describe you: ""It is important to be loyal to your friends and to devote yourself to people close to you""?",values_identity,0.0,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,Italy,339.0,0.7759,CONCENTRATED,7.0,impenva,Care for the environment,How well does the following statement describe you: 'You strongly believe people should care for nature; looking after the environment is important to you'?,values_identity,0.0,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,Italy,339.0,0.7759,CONCENTRATED,8.0,imptrada,Importance of traditions,How well does the statement 'Tradition is important to me; I try to follow customs from my religion or my family' describe you?,values_identity,0.0,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,Italy,339.0,0.7759,CONCENTRATED,9.0,impfuna,Importance of seeking fun,"How well does this statement describe you: ""I seek every chance to have fun and it's important to me to do things that give me pleasure""?",values_identity,0.0,0.0
ess_wave_11,rtrd,Retired (last 7 days),Were you retired in the past seven days?,demographics,Italy,339.0,0.7759,CONCENTRATED,10.0,testji1,Belief energy-use limits reduce climate change,"If many people reduced their energy use, how likely is it that this would reduce climate change?",contemporary_issues,0.0,0.0
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,Austria,341.0,0.2655,,1.0,eqparep,Support for equal parliamentary seats,To what extent are you in favour or against a law that requires an equal number of seats for women and men in Parliament?,social_attitudes,0.04894,0.02085
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,Austria,341.0,0.2655,,2.0,freinsw,Support for firing harassers,To what extent do you favor or oppose firing employees who make insulting comments about women in the workplace?,social_attitudes,0.02638,0.0091
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,Austria,341.0,0.2655,,3.0,eqwrkbg,Impact on family life,"Overall, how good or bad is it for family life in this country if equal numbers of women and men are in paid work?",social_attitudes,0.01404,0.00715
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,Austria,341.0,0.2655,,4.0,jbexpmc,Exposure to heavy loads,"In any job you've ever had, did you have to manually carry or move heavy loads?",demographics,0.01319,0.00551
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,Austria,341.0,0.2655,,5.0,dshltms,Discussed health with specialist,"In the past 12 months, did you discuss your health with a medical specialist?",wellbeing,0.01277,0.00673
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,Austria,341.0,0.2655,,6.0,stfhlth,State of health services,"Overall, what do you think about the state of health services in this country nowadays?",institutional_trust,0.01021,0.0059
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,Austria,341.0,0.2655,,7.0,eqpaybg,Economic impact of equal pay,How good or bad for the economy in this country would it be if women and men received equal pay for doing the same work?,social_attitudes,0.00979,0.00387
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,Austria,341.0,0.2655,,8.0,cgtsmok,Cigarette smoking behavior,"Thinking about smoking cigarettes, how often do you smoke?",wellbeing,0.00979,0.00323
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,Austria,341.0,0.2655,,9.0,testjc34,Perceived effectiveness of energy limits,"If large numbers of people reduced their energy use, how likely do you think that would be to reduce climate change?",contemporary_issues,0.00936,0.00761
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,Austria,341.0,0.2655,,10.0,trstep,Trust in European Parliament,How much do you personally trust the European Parliament?,institutional_trust,0.00894,0.00277
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,France,343.0,0.3241,,1.0,eqparep,Support for equal parliamentary seats,To what extent are you in favour or against a law that requires an equal number of seats for women and men in Parliament?,social_attitudes,0.03729,0.01285
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,France,343.0,0.3241,,2.0,wkdcorga,Control over daily work,How much does or did management at your workplace let you decide how to organize your daily work?,demographics,0.0096,0.00551
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,France,343.0,0.3241,,3.0,sothnds,Sensitivity to others' needs,"How much does the statement ""I am sensitive to others' needs"" describe you?",social_attitudes,0.0096,0.00619
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,France,343.0,0.3241,,4.0,freinsw,Support for firing harassers,To what extent do you favor or oppose firing employees who make insulting comments about women in the workplace?,social_attitudes,0.0096,0.0114
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,France,343.0,0.3241,,5.0,region,Region,Which region do you live in?,demographics,0.00904,0.01119
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,France,343.0,0.3241,,6.0,ccrdprs,Personal responsibility for climate change,How much personal responsibility do you feel for reducing climate change?,contemporary_issues,0.00621,0.00309
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,France,343.0,0.3241,,7.0,gincdif,Support for income redistribution,"To what extent do you agree or disagree with the statement: ""The government should take steps to reduce income inequality""?",political_attitudes,0.00565,0.00447
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,France,343.0,0.3241,,8.0,hltphbn,Back or neck pain limitation,"In the last 12 months, did back or neck pain hamper your daily activities in any way?",wellbeing,0.00565,0.00489
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,France,343.0,0.3241,,9.0,fineqpy,Support for fining employers,To what extent do you favor or oppose fining businesses that pay men more than women for the same work?,social_attitudes,0.00565,0.00999
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,France,343.0,0.3241,,10.0,testjc37,Likelihood energy cuts reduce climate change,"If many people reduced their energy use, how likely do you think that would be to reduce climate change?",contemporary_issues,0.00508,0.00368
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,Italy,339.0,0.3613,,1.0,eqparep,Support for equal parliamentary seats,To what extent are you in favour or against a law that requires an equal number of seats for women and men in Parliament?,social_attitudes,0.03182,0.01195
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,Italy,339.0,0.3613,,2.0,fineqpy,Support for fining employers,To what extent do you favor or oppose fining businesses that pay men more than women for the same work?,social_attitudes,0.00979,0.00913
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,Italy,339.0,0.3613,,3.0,freinsw,Support for firing harassers,To what extent do you favor or oppose firing employees who make insulting comments about women in the workplace?,social_attitudes,0.00839,0.01102
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,Italy,339.0,0.3613,,4.0,alcbnge,Binge drinking frequency,"In the past 12 months, how often did you drink that amount of alcohol or more on a single occasion?",wellbeing,0.00594,0.00199
ess_wave_11,eqparlv,Support for equal parental leave,"Imagine a couple in which both parents work full-time, earn about the same, have a newborn, and are both eligible for paid leave. To what extent would you favor or oppose a law requiring both parents to take equal periods of paid leave to care for their child?",social_attitudes,Italy,339.0,0.3613,,5.0,euftf,Preference for EU integration,"To what extent do you think European unification should go further, is about right as it is, or has already gone too far?",political_attitudes,0.00594,0.00363
